"Code";"Name";"at post-working age;2023;[%]";
1210042;"Grybów (2)";16.0;
1210052;"Kamionka Wielka (2)";14.9;
1210062;"Korzenna (2)";15.7;
1210073;"Krynica-Zdrój (3)";25.1;
1210074;"Krynica-Zdrój - urban area (4)";30.4;
1210075;"Krynica-Zdrój - rural area (5)";16.7;
1210082;"Łabowa (2)";15.0;
1210092;"Łącko (2)";15.8;
1210102;"Łososina Dolna (2)";16.5;
1210113;"Muszyna (3)";21.5;
1210114;"Muszyna - urban area (4)";26.3;
1210115;"Muszyna - rural area (5)";18.3;
1210122;"Nawojowa (2)";15.5;
1210133;"Piwniczna-Zdrój (3)";20.5;
1210134;"Piwniczna-Zdrój - urban area (4)";22.0;
1210135;"Piwniczna-Zdrój - rural area (5)";18.7;
1210142;"Podegrodzie (2)";14.7;
1210152;"Rytro (2)";20.2;
1210163;"Stary Sącz (3)";18.5;
1210164;"Stary Sącz - urban area (4)";23.0;
1210165;"Stary Sącz - rural area (5)";15.9;
1211011;"Nowy Targ (1)";23.1;
1211023;"Szczawnica (3)";23.3;
1211024;"Szczawnica - urban area (4)";25.1;
1211025;"Szczawnica - rural area (5)";16.7;
1211033;"Czarny Dunajec (3)";19.2;
1211034;"Czarny Dunajec - urban area (4)";19.3;
1211035;"Czarny Dunajec - rural area (5)";19.2;
1211042;"Czorsztyn (2)";18.7;
1211052;"Jabłonka (2)";16.0;
1211062;"Krościenko nad Dunajcem (2)";21.4;
1211072;"Lipnica Wielka (2)";15.7;
1211082;"Łapsze Niżne (2)";19.2;
1211092;"Nowy Targ (2)";18.1;
1211102;"Ochotnica Dolna (2)";16.7;
1211112;"Raba Wyżna (2)";18.6;
1211123;"Rabka-Zdrój (3)";24.1;
1211124;"Rabka-Zdrój - urban area (4)";26.3;
1211125;"Rabka-Zdrój - rural area (5)";17.6;
1211132;"Spytkowice (2)";17.9;
1211142;"Szaflary (2)";17.4;
1212011;"Bukowno (1)";29.8;
1212032;"Bolesław (2)";28.4;
1212042;"Klucze (2)";26.0;
1212053;"Olkusz (3)";27.4;
1212054;"Olkusz - urban area (4)";29.2;
1212055;"Olkusz - rural area (5)";23.2;
1212062;"Trzyciąż (2)";22.4;
1212073;"Wolbrom (3)";24.2;
1212074;"Wolbrom - urban area (4)";26.0;
1212075;"Wolbrom - rural area (5)";23.1;
1213011;"Oświęcim (1)";28.1;
1213023;"Brzeszcze (3)";25.5;
1213024;"Brzeszcze - urban area (4)";27.3;
1213025;"Brzeszcze - rural area (5)";23.6;
1213033;"Chełmek (3)";25.4;
1213034;"Chełmek - urban area (4)";26.2;
1213035;"Chełmek - rural area (5)";23.4;
1213043;"Kęty (3)";23.4;
1213044;"Kęty - urban area (4)";26.5;
1213045;"Kęty - rural area (5)";19.8;
1213052;"Osiek (2)";20.0;
1213062;"Oświęcim (2)";21.9;
1213072;"Polanka Wielka (2)";19.8;
1213082;"Przeciszów (2)";23.4;
1213093;"Zator (3)";21.8;
1213094;"Zator - urban area (4)";23.5;
1213095;"Zator - rural area (5)";20.7;
1214012;"Koniusza (2)";21.4;
1214023;"Koszyce (3)";25.0;
1214024;"Koszyce - urban area (4)";24.1;
1214025;"Koszyce - rural area (5)";25.2;
1214033;"Nowe Brzesko (3)";23.8;
1214034;"Nowe Brzesko - urban area (4)";25.3;
1214035;"Nowe Brzesko - rural area (5)";23.2;
1214042;"Pałecznica (2)";22.8;
1214053;"Proszowice (3)";24.1;
1214054;"Proszowice - urban area (4)";25.7;
1214055;"Proszowice - rural area (5)";23.1;
1214062;"Radziemice (2)";23.0;
1215011;"Jordanów (1)";22.2;
1215021;"Sucha Beskidzka (1)";25.0;
1215032;"Budzów (2)";17.0;
1215042;"Bystra-Sidzina (2)";17.1;
1215052;"Jordanów (2)";18.6;
1215063;"Maków Podhalański (3)";21.5;
1215064;"Maków Podhalański - urban area (4)";25.1;
1215065;"Maków Podhalański - rural area (5)";19.6;
1215072;"Stryszawa (2)";21.0;
1215082;"Zawoja (2)";21.5;
1215092;"Zembrzyce (2)";22.0;
1216013;"Ciężkowice (3)";20.0;
1216014;"Ciężkowice - urban area (4)";21.6;
1216015;"Ciężkowice - rural area (5)";19.6;
1216022;"Gromnik (2)";18.7;
1216032;"Lisia Góra (2)";17.0;
1216042;"Pleśna (2)";19.8;
1216053;"Radłów (3)";21.1;
1216054;"Radłów - urban area (4)";22.0;
1216055;"Radłów - rural area (5)";20.7;
1216063;"Ryglice (3)";18.5;
1216064;"Ryglice - urban area (4)";20.3;
1216065;"Ryglice - rural area (5)";17.9;
1216072;"Rzepiennik Strzyżewski (2)";19.9;
1216082;"Skrzyszów (2)";19.0;
1216092;"Tarnów (2)";19.6;
1216103;"Tuchów (3)";21.0;
1216104;"Tuchów - urban area (4)";23.5;
1216105;"Tuchów - rural area (5)";19.5;
1216112;"Wierzchosławice (2)";22.5;
1216122;"Wietrzychowice (2)";23.8;
1216133;"Wojnicz (3)";19.9;
1216134;"Wojnicz - urban area (4)";24.5;
1216135;"Wojnicz - rural area (5)";18.4;
1216143;"Zakliczyn (3)";18.9;
1216144;"Zakliczyn - urban area (4)";24.9;
1216145;"Zakliczyn - rural area (5)";18.0;
1216153;"Żabno (3)";21.7;
1216154;"Żabno - urban area (4)";24.9;
1216155;"Żabno - rural area (5)";20.7;
1216162;"Szerzyny (2)";21.3;
1217011;"Zakopane (1)";27.7;
1217022;"Biały Dunajec (2)";18.5;
1217032;"Bukowina Tatrzańska (2)";19.1;
1217042;"Kościelisko (2)";19.9;
1217052;"Poronin (2)";17.6;
1218013;"Andrychów (3)";22.2;
1218014;"Andrychów - urban area (4)";28.0;
1218015;"Andrychów - rural area (5)";17.8;
1218022;"Brzeźnica (2)";19.3;
1218033;"Kalwaria Zebrzydowska (3)";20.7;
1218034;"Kalwaria Zebrzydowska - urban area (4)";24.3;
1218035;"Kalwaria Zebrzydowska - rural area (5)";19.6;
1218042;"Lanckorona (2)";19.5;
1218052;"Mucharz (2)";21.0;
1218062;"Spytkowice (2)";18.7;
1218072;"Stryszów (2)";19.1;
1218082;"Tomice (2)";18.1;
1218093;"Wadowice (3)";23.3;
1218094;"Wadowice - urban area (4)";28.1;
1218095;"Wadowice - rural area (5)";19.0;
1218102;"Wieprz (2)";17.4;
1219012;"Biskupice (2)";17.3;
1219022;"Gdów (2)";18.2;
1219032;"Kłaj (2)";21.0;
1219043;"Niepołomice (3)";17.2;
1219044;"Niepołomice - urban area (4)";15.1;
1219045;"Niepołomice - rural area (5)";19.4;
1219053;"Wieliczka (3)";18.0;
1219054;"Wieliczka - urban area (4)";18.5;
1219055;"Wieliczka - rural area (5)";17.8;
1261011;"Kraków (1)";22.4;
1262011;"Nowy Sącz (1)";23.9;
1263011;"Tarnów (1)";27.8;
1401013;"Białobrzegi (3)";24.5;
1401014;"Białobrzegi - urban area (4)";27.3;
1401015;"Białobrzegi - rural area (5)";19.1;
1401022;"Promna (2)";22.3;
1401032;"Radzanów (2)";20.2;
1401042;"Stara Błotnica (2)";16.5;
1401052;"Stromiec (2)";20.0;
1401063;"Wyśmierzyce (3)";21.1;
1401064;"Wyśmierzyce - urban area (4)";19.8;
1401065;"Wyśmierzyce - rural area (5)";21.7;
1402011;"Ciechanów (1)";27.1;
1402022;"Ciechanów (2)";18.5;
1402033;"Glinojeck (3)";23.0;
1402034;"Glinojeck - urban area (4)";23.5;
1402035;"Glinojeck - rural area (5)";22.6;
1402042;"Gołymin-Ośrodek (2)";21.7;
1402052;"Grudusk (2)";24.1;
1402062;"Ojrzeń (2)";21.2;
1402072;"Opinogóra Górna (2)";20.5;
1402082;"Regimin (2)";21.0;
1402092;"Sońsk (2)";22.1;
1403011;"Garwolin (1)";22.2;
1403021;"Łaskarzew (1)";22.6;
1403032;"Borowie (2)";20.5;
1403042;"Garwolin (2)";17.5;
1403052;"Górzno (2)";18.3;
1403062;"Łaskarzew (2)";18.5;
1403072;"Maciejowice (2)";23.0;
1403082;"Miastków Kościelny (2)";21.4;
1403092;"Parysów (2)";18.3;
1403103;"Pilawa (3)";20.0;
1403104;"Pilawa - urban area (4)";18.2;
1403105;"Pilawa - rural area (5)";21.2;
1403112;"Sobolew (2)";20.5;
1403122;"Trojanów (2)";21.8;
1403132;"Wilga (2)";22.3;
1403143;"Żelechów (3)";21.1;
1403144;"Żelechów - urban area (4)";23.4;
1403145;"Żelechów - rural area (5)";18.9;
1404011;"Gostynin (1)";28.5;
1404022;"Gostynin (2)";21.2;
1404032;"Pacyna (2)";27.4;
1404043;"Sanniki (3)";25.2;
1404044;"Sanniki - urban area (4)";29.1;
1404045;"Sanniki - rural area (5)";23.5;
1404052;"Szczawin Kościelny (2)";22.9;
1405011;"Milanówek (1)";25.8;
1405021;"Podkowa Leśna (1)";31.2;
1405032;"Baranów (2)";20.1;
1405043;"Grodzisk Mazowiecki (3)";18.8;
1405044;"Grodzisk Mazowiecki - urban area (4)";21.0;
1405045;"Grodzisk Mazowiecki - rural area (5)";15.1;
1405052;"Jaktorów (2)";19.8;
1405062;"Żabia Wola (2)";17.0;
1406012;"Belsk Duży (2)";25.1;
1406022;"Błędów (2)";25.4;
1406032;"Chynów (2)";20.9;
1406042;"Goszczyn (2)";21.5;
1406053;"Grójec (3)";22.1;
1406054;"Grójec - urban area (4)";22.6;
1406055;"Grójec - rural area (5)";21.1;
1406062;"Jasieniec (2)";21.5;
1406073;"Mogielnica (3)";26.5;
1406074;"Mogielnica - urban area (4)";29.7;
1406075;"Mogielnica - rural area (5)";25.4;
1406083;"Nowe Miasto nad Pilicą (3)";30.0;
1406084;"Nowe Miasto nad Pilicą - urban area (4)";31.4;
1406085;"Nowe Miasto nad Pilicą - rural area (5)";28.5;
1406092;"Pniewy (2)";21.3;
1406113;"Warka (3)";22.6;
1406114;"Warka - urban area (4)";22.2;
1406115;"Warka - rural area (5)";23.3;
1407012;"Garbatka-Letnisko (2)";26.7;
1407022;"Głowaczów (2)";23.0;
1407032;"Gniewoszów (2)";26.3;
1407042;"Grabów nad Pilicą (2)";21.2;
1407053;"Kozienice (3)";28.0;
1407054;"Kozienice - urban area (4)";32.5;
1407055;"Kozienice - rural area (5)";22.2;
1407062;"Magnuszew (2)";22.4;
1407072;"Sieciechów (2)";24.0;
1408011;"Legionowo (1)";24.5;
1408022;"Jabłonna (2)";15.1;
1408032;"Nieporęt (2)";19.6;
1408043;"Serock (3)";20.2;
1408044;"Serock - urban area (4)";21.1;
1408045;"Serock - rural area (5)";19.8;
1408052;"Wieliszew (2)";15.0;
1409012;"Chotcza (2)";27.0;
1409022;"Ciepielów (2)";23.0;
1409033;"Lipsko (3)";28.3;
1409034;"Lipsko - urban area (4)";32.1;
1409035;"Lipsko - rural area (5)";24.7;
1409042;"Rzeczniów (2)";25.3;
1409052;"Sienno (2)";26.1;
1409063;"Solec nad Wisłą (3)";29.8;
1409064;"Solec nad Wisłą - urban area (4)";28.3;
1409065;"Solec nad Wisłą - rural area (5)";30.1;
1410012;"Huszlew (2)";24.2;
1410023;"Łosice (3)";24.7;
1410024;"Łosice - urban area (4)";25.6;
1410025;"Łosice - rural area (5)";23.1;
1410032;"Olszanka (2)";24.2;
1410042;"Platerów (2)";23.9;
1410052;"Sarnaki (2)";29.5;
1410062;"Stara Kornica (2)";23.2;
1411011;"Maków Mazowiecki (1)";28.1;
1411022;"Czerwonka (2)";20.4;
1411032;"Karniewo (2)";21.4;
1411042;"Krasnosielc (2)";21.2;
1411052;"Młynarze (2)";20.7;
1411062;"Płoniawy-Bramura (2)";24.0;
1411073;"Różan (3)";24.9;
1411074;"Różan - urban area (4)";25.2;
1411075;"Różan - rural area (5)";24.4;
1411082;"Rzewnie (2)";25.1;
1411092;"Sypniewo (2)";25.0;
1411102;"Szelków (2)";22.5;
1412011;"Mińsk Mazowiecki (1)";21.8;
1412043;"Cegłów (3)";25.2;
1412044;"Cegłów - urban area (4)";25.7;
1412045;"Cegłów - rural area (5)";24.9;
1412052;"Dębe Wielkie (2)";16.3;
1412062;"Dobre (2)";22.0;
1412073;"Halinów (3)";17.1;
1412074;"Halinów - urban area (4)";21.7;
1412075;"Halinów - rural area (5)";15.9;
1412082;"Jakubów (2)";18.9;
1412093;"Kałuszyn (3)";23.9;
1412094;"Kałuszyn - urban area (4)";22.9;
1412095;"Kałuszyn - rural area (5)";24.9;
1412103;"Latowicz (3)";22.0;
1412104;"Latowicz - urban area (4)";21.8;
1412105;"Latowicz - rural area (5)";22.0;
1412112;"Mińsk Mazowiecki (2)";17.3;
1412123;"Mrozy (3)";22.3;
1412124;"Mrozy - urban area (4)";23.7;
1412125;"Mrozy - rural area (5)";21.3;
1412132;"Siennica (2)";21.2;
1412142;"Stanisławów (2)";20.0;
1412151;"Sulejówek (1)";22.8;
1413011;"Mława (1)";23.4;
1413022;"Dzierzgowo (2)";23.5;
1413032;"Lipowiec Kościelny (2)";21.5;
1413042;"Radzanów (2)";20.9;
1413052;"Strzegowo (2)";23.4;
1413062;"Stupsk (2)";21.2;
1413072;"Szreńsk (2)";21.4;
1413082;"Szydłowo (2)";20.8;
1413092;"Wieczfnia Kościelna (2)";20.9;
1413102;"Wiśniewo (2)";19.7;
1414011;"Nowy Dwór Mazowiecki (1)";23.2;
1414022;"Czosnów (2)";22.4;
1414032;"Leoncin (2)";23.4;
1414043;"Nasielsk (3)";21.2;
1414044;"Nasielsk - urban area (4)";23.9;
1414045;"Nasielsk - rural area (5)";19.6;
1414052;"Pomiechówek (2)";24.9;
1414063;"Zakroczym (3)";24.0;
1414064;"Zakroczym - urban area (4)";24.2;
1414065;"Zakroczym - rural area (5)";23.7;
1415012;"Baranowo (2)";21.2;
1415022;"Czarnia (2)";17.1;
1415032;"Czerwin (2)";24.4;
1415042;"Goworowo (2)";22.5;
1415052;"Kadzidło (2)";18.3;
1415062;"Lelis (2)";15.5;
1415072;"Łyse (2)";16.5;
1415083;"Myszyniec (3)";18.0;
1415084;"Myszyniec - urban area (4)";20.9;
1415085;"Myszyniec - rural area (5)";16.6;
1415092;"Olszewo-Borki (2)";17.5;
1415102;"Rzekuń (2)";16.7;
1415112;"Troszyn (2)";22.8;
1416011;"Ostrów Mazowiecka (1)";25.0;
1416022;"Andrzejewo (2)";24.2;
1416032;"Boguty-Pianki (2)";26.1;
1416043;"Brok (3)";25.7;
1416044;"Brok - urban area (4)";26.4;
1416045;"Brok - rural area (5)";24.3;
1416052;"Małkinia Górna (2)";24.9;
1416062;"Nur (2)";28.4;
1416072;"Ostrów Mazowiecka (2)";20.7;
1416082;"Stary Lubotyń (2)";21.2;
1416092;"Szulborze Wielkie (2)";23.5;
1416102;"Wąsewo (2)";24.2;
1416112;"Zaręby Kościelne (2)";23.9;
1417011;"Józefów (1)";23.5;
1417021;"Otwock (1)";24.9;
1417032;"Celestynów (2)";22.2;
1417043;"Karczew (3)";24.9;
1417044;"Karczew - urban area (4)";27.7;
1417045;"Karczew - rural area (5)";20.8;
1417052;"Kołbiel (2)";22.0;
1417062;"Osieck (2)";21.2;
1417072;"Sobienie-Jeziory (2)";23.0;
1417082;"Wiązowna (2)";18.3;
1418013;"Góra Kalwaria (3)";21.1;
1418014;"Góra Kalwaria - urban area (4)";23.6;
1418015;"Góra Kalwaria - rural area (5)";19.3;
1418023;"Konstancin-Jeziorna (3)";26.3;
1418024;"Konstancin-Jeziorna - urban area (4)";28.1;
1418025;"Konstancin-Jeziorna - rural area (5)";22.6;
1418032;"Lesznowola (2)";12.5;
1418043;"Piaseczno (3)";17.7;
1418044;"Piaseczno - urban area (4)";18.3;
1418045;"Piaseczno - rural area (5)";17.0;
1418052;"Prażmów (2)";17.8;
1418063;"Tarczyn (3)";21.2;
1418064;"Tarczyn - urban area (4)";22.6;
1418065;"Tarczyn - rural area (5)";20.5;
1419012;"Bielsk (2)";19.7;
1419023;"Bodzanów (3)";23.9;
1419024;"Bodzanów - urban area (4)";23.5;
1419025;"Bodzanów - rural area (5)";24.0;
1419032;"Brudzeń Duży (2)";19.7;
1419042;"Bulkowo (2)";21.9;
1419053;"Drobin (3)";20.9;
1419054;"Drobin - urban area (4)";22.2;
1419055;"Drobin - rural area (5)";20.2;
1419063;"Gąbin (3)";22.6;
1419064;"Gąbin - urban area (4)";24.3;
1419065;"Gąbin - rural area (5)";21.5;
1419072;"Łąck (2)";21.4;
1419082;"Mała Wieś (2)";22.7;
1419092;"Nowy Duninów (2)";22.0;
1419102;"Radzanowo (2)";18.4;
1419112;"Słubice (2)";23.0;
1419122;"Słupno (2)";17.5;
1419132;"Stara Biała (2)";17.7;
1419142;"Staroźreby (2)";20.9;
1419153;"Wyszogród (3)";25.0;
1419154;"Wyszogród - urban area (4)";26.5;
1419155;"Wyszogród - rural area (5)";23.7;
1420011;"Płońsk (1)";25.8;
1420021;"Raciąż (1)";24.4;
1420032;"Baboszewo (2)";21.6;
1420043;"Czerwińsk nad Wisłą (3)";23.8;
1420044;"Czerwińsk nad Wisłą - urban area (4)";24.7;
1420045;"Czerwińsk nad Wisłą - rural area (5)";23.6;
1420052;"Dzierzążnia (2)";23.0;
1420062;"Joniec (2)";24.1;
1420072;"Naruszewo (2)";22.8;
1420083;"Nowe Miasto (3)";24.7;
1420084;"Nowe Miasto - urban area (4)";25.3;
1420085;"Nowe Miasto - rural area (5)";24.4;
1420092;"Płońsk (2)";17.9;
1420102;"Raciąż (2)";23.4;
1420113;"Sochocin (3)";23.8;
1420114;"Sochocin - urban area (4)";24.6;
1420115;"Sochocin - rural area (5)";23.4;
1420122;"Załuski (2)";22.1;
1421011;"Piastów (1)";25.7;
1421021;"Pruszków (1)";21.4;
1421033;"Brwinów (3)";20.2;
1421034;"Brwinów - urban area (4)";22.4;
1421035;"Brwinów - rural area (5)";18.2;
1421042;"Michałowice (2)";23.2;
1421052;"Nadarzyn (2)";17.1;
1421062;"Raszyn (2)";21.9;
1422011;"Przasnysz (1)";25.6;
1422023;"Chorzele (3)";19.6;
1422024;"Chorzele - urban area (4)";20.9;
1422025;"Chorzele - rural area (5)";18.9;
1422032;"Czernice Borowe (2)";23.4;
1422042;"Jednorożec (2)";18.6;
1422052;"Krasne (2)";24.7;
1422062;"Krzynowłoga Mała (2)";21.3;
1422072;"Przasnysz (2)";20.1;
1423012;"Borkowice (2)";25.1;
1423022;"Gielniów (2)";25.3;
1423032;"Klwów (2)";24.3;
1423042;"Odrzywół (2)";25.2;
1423052;"Potworów (2)";20.2;
1423063;"Przysucha (3)";28.1;
1423064;"Przysucha - urban area (4)";31.6;
1423065;"Przysucha - rural area (5)";24.7;
1423072;"Rusinów (2)";21.6;
1423082;"Wieniawa (2)";21.2;
1424012;"Gzy (2)";23.1;
1424022;"Obryte (2)";24.0;
1424032;"Pokrzywnica (2)";20.9;
1424043;"Pułtusk (3)";23.0;
1424044;"Pułtusk - urban area (4)";23.7;
1424045;"Pułtusk - rural area (5)";20.5;
1424052;"Świercze (2)";20.0;
1424062;"Winnica (2)";19.7;
1424072;"Zatory (2)";20.7;
1425011;"Pionki (1)";30.3;
1425022;"Gózd (2)";16.0;
1425033;"Iłża (3)";27.1;
1425034;"Iłża - urban area (4)";32.3;
1425035;"Iłża - rural area (5)";24.7;
1425042;"Jastrzębia (2)";18.8;
1425052;"Jedlińsk (2)";17.4;
1425063;"Jedlnia-Letnisko (3)";20.1;
1425064;"Jedlnia-Letnisko - urban area (4)";19.8;
1425065;"Jedlnia-Letnisko - rural area (5)";20.2;
1425072;"Kowala (2)";16.5;
1425082;"Pionki (2)";21.0;
1425092;"Przytyk (2)";19.8;
1425103;"Skaryszew (3)";16.6;
1425104;"Skaryszew - urban area (4)";16.9;
1425105;"Skaryszew - rural area (5)";16.5;
1425112;"Wierzbica (2)";20.6;
1425122;"Wolanów (2)";17.3;
1425132;"Zakrzew (2)";16.3;
1426012;"Domanice (2)";19.1;
1426022;"Korczew (2)";30.4;
1426032;"Kotuń (2)";21.4;
1426042;"Mokobody (2)";21.7;
1426053;"Mordy (3)";24.7;
1426054;"Mordy - urban area (4)";25.0;
1426055;"Mordy - rural area (5)";24.7;
1426062;"Paprotnia (2)";22.4;
1426072;"Przesmyki (2)";27.3;
1426082;"Siedlce (2)";17.8;
1426092;"Skórzec (2)";16.9;
1426102;"Suchożebry (2)";21.2;
1426112;"Wiśniew (2)";18.1;
1426122;"Wodynie (2)";23.3;
1426132;"Zbuczyn (2)";19.5;
1427011;"Sierpc (1)";26.7;
1427022;"Gozdowo (2)";20.6;
1427032;"Mochowo (2)";19.2;
1427042;"Rościszewo (2)";20.9;
1427052;"Sierpc (2)";18.7;
1427062;"Szczutowo (2)";22.8;
1427072;"Zawidz (2)";21.9;
1428011;"Sochaczew (1)";26.5;
1428022;"Brochów (2)";23.1;
1428032;"Iłów (2)";22.9;
1428042;"Młodzieszyn (2)";21.5;
1428052;"Nowa Sucha (2)";19.8;
1428062;"Rybno (2)";20.4;
1428072;"Sochaczew (2)";17.1;
1428082;"Teresin (2)";22.3;
1429011;"Sokołów Podlaski (1)";25.4;
1429022;"Bielany (2)";23.1;
1429032;"Ceranów (2)";28.0;
1429042;"Jabłonna Lacka (2)";27.0;
1429053;"Kosów Lacki (3)";25.4;
1429054;"Kosów Lacki - urban area (4)";24.1;
1429055;"Kosów Lacki - rural area (5)";26.2;
1429062;"Repki (2)";26.5;
1429072;"Sabnie (2)";28.5;
1429082;"Sokołów Podlaski (2)";23.2;
1429092;"Sterdyń (2)";29.3;
1430012;"Chlewiska (2)";24.4;
1430023;"Jastrząb (3)";19.2;
1430024;"Jastrząb - urban area (4)";18.0;
1430025;"Jastrząb - rural area (5)";19.6;
1430032;"Mirów (2)";16.6;
1430042;"Orońsko (2)";19.1;
1430053;"Szydłowiec (3)";25.6;
1430054;"Szydłowiec - urban area (4)";28.3;
1430055;"Szydłowiec - rural area (5)";21.3;
1432013;"Błonie (3)";22.5;
1432014;"Błonie - urban area (4)";26.0;
1432015;"Błonie - rural area (5)";18.3;
1432022;"Izabelin (2)";24.8;
1432032;"Kampinos (2)";22.1;
1432042;"Leszno (2)";21.4;
1432053;"Łomianki (3)";20.0;
1432054;"Łomianki - urban area (4)";23.8;
1432055;"Łomianki - rural area (5)";14.8;
1432063;"Ożarów Mazowiecki (3)";16.9;
1432064;"Ożarów Mazowiecki - urban area (4)";15.8;
1432065;"Ożarów Mazowiecki - rural area (5)";18.0;
1432072;"Stare Babice (2)";19.6;
1433011;"Węgrów (1)";24.9;
1433022;"Grębków (2)";23.7;
1433032;"Korytnica (2)";24.7;
1433042;"Liw (2)";22.9;
1433053;"Łochów (3)";22.3;
1433054;"Łochów - urban area (4)";22.5;
1433055;"Łochów - rural area (5)";22.1;
1433062;"Miedzna (2)";26.5;
1433072;"Sadowne (2)";24.9;
1433082;"Stoczek (2)";24.7;
1433092;"Wierzbno (2)";27.9;
1434011;"Kobyłka (1)";15.8;
1434021;"Marki (1)";13.0;
1434031;"Ząbki (1)";12.4;
1434041;"Zielonka (1)";22.7;
1434052;"Dąbrówka (2)";18.6;
1434063;"Jadów (3)";23.6;
1434064;"Jadów - urban area (4)";23.5;
1434065;"Jadów - rural area (5)";23.6;
1434072;"Klembów (2)";16.6;
1434082;"Poświętne (2)";17.6;
1434093;"Radzymin (3)";16.0;
1434094;"Radzymin - urban area (4)";15.6;
1434095;"Radzymin - rural area (5)";16.5;
1434102;"Strachówka (2)";22.7;
1434113;"Tłuszcz (3)";19.2;
1434114;"Tłuszcz - urban area (4)";21.2;
1434115;"Tłuszcz - rural area (5)";17.8;
1434123;"Wołomin (3)";22.7;
1434124;"Wołomin - urban area (4)";24.8;
1434125;"Wołomin - rural area (5)";17.9;
1435012;"Brańszczyk (2)";22.3;
1435022;"Długosiodło (2)";20.7;
1435032;"Rząśnik (2)";19.0;
1435042;"Somianka (2)";21.2;
1435053;"Wyszków (3)";21.2;
1435054;"Wyszków - urban area (4)";23.7;
1435055;"Wyszków - rural area (5)";16.4;
1435062;"Zabrodzie (2)";20.0;
1436012;"Kazanów (2)";22.4;
1436022;"Policzna (2)";24.5;
1436032;"Przyłęk (2)";23.1;
1436042;"Tczów (2)";19.5;
1436053;"Zwoleń (3)";23.6;
1436054;"Zwoleń - urban area (4)";26.8;
1436055;"Zwoleń - rural area (5)";20.5;
1437013;"Bieżuń (3)";23.3;
1437014;"Bieżuń - urban area (4)";24.1;
1437015;"Bieżuń - rural area (5)";22.8;
1437022;"Kuczbork-Osada (2)";23.6;
1437033;"Lubowidz (3)";22.7;
1437034;"Lubowidz - urban area (4)";26.6;
1437035;"Lubowidz - rural area (5)";21.6;
1437042;"Lutocin (2)";22.4;
1437052;"Siemiątkowo (2)";22.8;
1437063;"Żuromin (3)";24.1;
1437064;"Żuromin - urban area (4)";24.3;
1437065;"Żuromin - rural area (5)";23.8;
1438011;"Żyrardów (1)";25.9;
1438023;"Mszczonów (3)";21.6;
1438024;"Mszczonów - urban area (4)";24.3;
1438025;"Mszczonów - rural area (5)";18.4;
1438032;"Puszcza Mariańska (2)";22.7;
1438042;"Radziejowice (2)";19.6;
1438053;"Wiskitki (3)";21.0;
1438054;"Wiskitki - urban area (4)";19.9;
1438055;"Wiskitki - rural area (5)";21.2;
1461011;"Ostrołęka (1)";26.5;
1462011;"Płock (1)";26.9;
1463011;"Radom (1)";26.7;
1464011;"Siedlce (1)";24.4;
1465011;"Capital city Warszawa since 2002 (1)";22.4;
1465028;"Bemowo - district (8)";22.8;
1465038;"Białołęka - district (8)";12.2;
1465048;"Bielany - district (8)";25.8;
1465058;"Mokotów - district (8)";24.8;
1465068;"Ochota - district (8)";25.0;
1465078;"Praga-Południe - district (8)";24.9;
1465088;"Praga-Północ - district (8)";25.0;
1465098;"Rembertów - district (8)";22.6;
1465108;"Śródmieście - district (8)";29.4;
1465118;"Targówek - district (8)";24.6;
1465128;"Ursus - district (8)";16.0;
1465138;"Ursynów - district (8)";24.8;
1465148;"Wawer - district (8)";21.0;
1465158;"Wesoła - district (8)";21.0;
1465168;"Wilanów - district (8)";12.4;
1465178;"Włochy - district (8)";18.0;
1465188;"Wola - district (8)";21.8;
1465198;"Żoliborz - district (8)";21.7;
1601011;"Brzeg (1)";27.2;
1601022;"Skarbimierz (2)";16.8;
1601033;"Grodków (3)";24.8;
1601034;"Grodków - urban area (4)";28.0;
1601035;"Grodków - rural area (5)";22.2;
1601043;"Lewin Brzeski (3)";22.7;
1601044;"Lewin Brzeski - urban area (4)";23.1;
1601045;"Lewin Brzeski - rural area (5)";22.4;
1601052;"Lubsza (2)";23.4;
1601062;"Olszanka (2)";21.8;
1602013;"Baborów (3)";23.7;
1602014;"Baborów - urban area (4)";26.0;
1602015;"Baborów - rural area (5)";21.4;
1602022;"Branice (2)";27.9;
1602033;"Głubczyce (3)";26.9;
1602034;"Głubczyce - urban area (4)";28.2;
1602035;"Głubczyce - rural area (5)";25.3;
1602043;"Kietrz (3)";25.7;
1602044;"Kietrz - urban area (4)";26.7;
1602045;"Kietrz - rural area (5)";24.4;
1603011;"Kędzierzyn-Koźle (1)";27.2;
1603022;"Bierawa (2)";22.9;
1603032;"Cisek (2)";22.6;
1603042;"Pawłowiczki (2)";22.6;
1603052;"Polska Cerekiew (2)";24.6;
1603062;"Reńska Wieś (2)";20.7;
1604013;"Byczyna (3)";22.4;
1604014;"Byczyna - urban area (4)";24.2;
1604015;"Byczyna - rural area (5)";21.3;
1604023;"Kluczbork (3)";25.8;
1604024;"Kluczbork - urban area (4)";28.7;
1604025;"Kluczbork - rural area (5)";20.6;
1604032;"Lasowice Wielkie (2)";21.1;
1604043;"Wołczyn (3)";23.9;
1604044;"Wołczyn - urban area (4)";25.6;
1604045;"Wołczyn - rural area (5)";22.6;
1605013;"Gogolin (3)";20.3;
1605014;"Gogolin - urban area (4)";20.0;
